OldData,Expt,OchStrain,Light,Rice,Rep,Plating.Date,CountDate,AreaCounted,DilutionFactor,CFUs,CountDate,AreaCounted,CFUs,Notes,CFUpmL
,3,1393,100,Xenic,A,9 Dec,16 Dec,whole,"1,000",65,,,,,650000
,3,1393,100,Xenic,B,9 Dec,16 Dec,whole,"1,000",60,,,,,600000
,3,1393,100,Xenic,C,9 Dec,16 Dec,whole,"1,000",63,,,,,630000
,3,584,100,Xenic,A,9 Dec,16 Dec,whole,"1,000",33,,,,,330000
,3,584,100,Xenic,B,9 Dec,16 Dec,whole,"1,000",49,,,,,490000
,3,584,100,Xenic,C,9 Dec,16 Dec,whole,"1,000",51,,,,,510000
,3,584,25,Xenic,A,9 Dec,16 Dec,whole,"1,000",91,,,,,910000
,3,584,25,Xenic,B,9 Dec,16 Dec,whole,"1,000",189,,,,,1890000
,3,584,25,Xenic,C,9 Dec,16 Dec,whole,"1,000",108,,,,,1080000
,3,1393,50,Xenic,A,9 Dec,16 Dec,whole,"1,000",22,,,,,220000
,3,1393,50,Xenic,B,9 Dec,16 Dec,whole,"1,000",65,,,,,650000
,3,1393,50,Xenic,C,9 Dec,16 Dec,whole,"1,000",48,,,,,480000
,3,1393,15,Xenic,A,10 Dec,16 Dec,whole,"1,000",69,,,,,690000
,3,1393,15,Xenic,B,10 Dec,16 Dec,whole,"1,000",72,,,,,720000
,3,1393,15,Xenic,C,10 Dec,16 Dec,whole,"1,000",96,,,,,960000
,3,584,15,Xenic,A,10 Dec,16 Dec,whole,"1,000",171,,,,,1710000
,3,584,15,Xenic,B,10 Dec,16 Dec,whole,"1,000",198,,,,,1980000
,3,584,15,Xenic,C,10 Dec,16 Dec,whole,"1,000",182,,,,,1820000
,3,1393,150,Xenic,A,10 Dec,16 Dec,whole,"1,000",36,,,,,360000
,3,1393,150,Xenic,B,10 Dec,16 Dec,whole,"1,000",36,,,,,360000
,3,1393,150,Xenic,C,10 Dec,16 Dec,whole,"1,000",40,,,,,400000
,3,1393,25,Xenic,A,10 Dec,16 Dec,whole,"1,000",36,,,,,360000
,3,1393,25,Xenic,B,10 Dec,16 Dec,whole,"1,000",27,,,,,270000
,3,1393,25,Xenic,C,10 Dec,16 Dec,whole,"1,000",14,,,,,140000
,4,1391,100,Rice,A,20 Jan 2022,27 Jan 2022,whole,"10,000",169,31 Jan 2022,whole,171,,17100000
,4,1391,100,Rice,B,20 Jan 2022,27 Jan 2022,whole,"10,000",252,31 Jan 2022,whole,259,,25900000
,4,1391,100,Rice,C,20 Jan 2022,27 Jan 2022,whole,"10,000",203,31 Jan 2022,whole,230,,23000000
,4,2951,150,Rice,A,20 Jan 2022,27 Jan 2022,whole,"10,000",65,31 Jan 2022,whole,69,,6900000
,4,2951,150,Rice,B,20 Jan 2022,27 Jan 2022,whole,"10,000",137,31 Jan 2022,whole,139,,13900000
,4,2951,150,Rice,C,20 Jan 2022,27 Jan 2022,whole,"10,000",69,31 Jan 2022,whole,71,,7100000
,4,1391,150,Rice,A,19 Jan 2022,27 Jan 2022,whole,"10,000",99,01 Feb 2022,whole,105,,10500000
,4,1391,150,Rice,B,19 Jan 2022,27 Jan 2022,whole,"10,000",106,01 Feb 2022,whole,113,,11300000
,4,1391,150,Rice,C,19 Jan 2022,27 Jan 2022,whole,"10,000",162,01 Feb 2022,whole,165,,16500000
,4,2951,100,Rice,A,19 Jan 2022,27 Jan 2022,whole ,"10,000",44,01 Feb 2022,whole,56,,5600000
,4,2951,100,Rice,B,19 Jan 2022,27 Jan 2022,whole,"10,000",133,01 Feb 2022,whole,142,,14200000
,4,2951,100,Rice,C,19 Jan 2022,27 Jan 2022,whole,"10,000",184,01 Feb 2022,whole,187,,18700000
,4,1391,50,Rice,A,20 Jan 2022,27 Jan 2022,whole,"10,000",110,01 Feb 2022,whole,115,,11500000
,4,1391,50,Rice,B,20 Jan 2022,27 Jan 2022,whole,"10,000",213,01 Feb 2022,whole,215,,21500000
,4,1391,50,Rice,C,20 Jan 2022,27 Jan 2022,whole,"10,000",101,01 Feb 2022,whole,103,,10300000
,4,1391,75,Rice,A,20 Jan 2022,27 Jan 2022,whole,"10,000",197,01 Feb 2022,whole,197,,19700000
,4,1391,75,Rice,B,20 Jan 2022,27 Jan 2022,whole,"10,000",74,01 Feb 2022,whole,76,,7600000
,4,1391,75,Rice,C,20 Jan 2022,27 Jan 2022,whole,"10,000",141,01 Feb 2022,whole,148,,14800000
,4,1391,25,Rice,A,21 Jan 2022,28 Jan 2022,whole,"10,000",118,31 Jan 2022,whole,119,,11900000
,4,1391,25,Rice,B,21 Jan 2022,28 Jan 2022,whole,"10,000",150,31 Jan 2022,whole,150,,15000000
,4,1391,25,Rice,C,21 Jan 2022,28 Jan 2022,whole,"10,000",131,31 Jan 2022,whole,132,,13200000
,4,2951,25,Rice,A,21 Jan 2022,28 Jan 2022,whole,"10,000",388,31 Jan 2022,whole,394,,39400000
,4,2951,25,Rice,B,21 Jan 2022,28 Jan 2022,whole,"10,000",64,31 Jan 2022,whole,66,,6600000
,4,2951,25,Rice,C,21 Jan 2022,28 Jan 2022,whole,"10,000",14,31 Jan 2022,whole,14,,1400000
,4,2951,15,Rice,A,21 Jan 2022,28 Jan 2022,whole,"10,000",127,31 Jan 2022,whole,135,,13500000
,4,2951,15,Rice,B,21 Jan 2022,28 Jan 2022,whole,"10,000",223,31 Jan 2022,whole,232,,23200000
,4,2951,15,Rice,C,21 Jan 2022,28 Jan 2022,whole,"10,000",78,31 Jan 2022,whole,91,,9100000
,4,1391,15,Rice,A,21 Jan 2022,28 Jan 2022,whole,"10,000",606,31 Jan 2022,whole,619,,61900000
,4,1391,15,Rice,B,21 Jan 2022,28 Jan 2022,whole,"10,000",193,31 Jan 2022,whole,228,,22800000
,4,1391,15,Rice,C,21 Jan 2022,28 Jan 2022,whole,"10,000",624,31 Jan 2022,whole,630,,63000000
,4,1391,25,Xenic,A,24 Jan 2022,31 Jan 2022,whole,"1,000",62,03 Feb 2022,whole,91,,910000
,4,1391,25,Xenic,B,24 Jan 2022,31 Jan 2022,whole,"1,000",66,03 Feb 2022,whole,69,,690000
,4,1391,25,Xenic,C,24 Jan 2022,31 Jan 2022,whole,"1,000",75,03 Feb 2022,whole,82,,820000
,4,2951,25,Xenic,A,24 Jan 2022,31 Jan 2022,whole,"1,000",56,03 Feb 2022,whole,60,,600000
,4,2951,25,Xenic,B,24 Jan 2022,31 Jan 2022,whole,"1,000",64,03 Feb 2022,whole,65,,650000
,4,2951,25,Xenic,C,24 Jan 2022,31 Jan 2022,whole,"1,000",52,03 Feb 2022,whole,67,,670000
,4,1391,150,Rice,A,24 Jan 2022,31 Jan 2022,whole,"10,000",262,03 Feb 2022,whole,268,,26800000
,4,1391,150,Rice,B,24 Jan 2022,31 Jan 2022,whole,"10,000",217,03 Feb 2022,whole,224,,22400000
,4,1391,150,Rice,C,24 Jan 2022,31 Jan 2022,whole,"10,000",410,03 Feb 2022,whole,416,,41600000
,4,2951,150,Rice,A,24 Jan 2022,31 Jan 2022,whole,"10,000",39,03 Feb 2022,whole,39,,3900000
,4,2951,150,Rice,B,24 Jan 2022,31 Jan 2022,whole,"10,000",52,03 Feb 2022,whole,57,,5700000
,4,2951,150,Rice,C,24 Jan 2022,31 Jan 2022,whole,"10,000",84,03 Feb 2022,whole,92,,9200000
,4,1391,100,Rice,A,24 Jan 2022,31 Jan 2022,whole,"10,000",59,03 Feb 2022,whole,62,,6200000
,4,1391,100,Rice,B,24 Jan 2022,31 Jan 2022,whole,"10,000",68,03 Feb 2022,whole,69,,6900000
,4,1391,100,Rice,C,24 Jan 2022,31 Jan 2022,whole,"10,000",204,03 Feb 2022,whole,208,,20800000
,4,2951,100,Rice,A,24 Jan 2022,31 Jan 2022,whole,"10,000",152,03 Feb 2022,whole,157,,15700000
,4,2951,100,Rice,B,24 Jan 2022,31 Jan 2022,whole,"10,000",150,03 Feb 2022,whole,151,,15100000
,4,2951,100,Rice,C,24 Jan 2022,31 Jan 2022,whole,"10,000",135,03 Feb 2022,whole,141,,14100000
,4,2951,50,Rice,A,26 Jan 2022,02 Feb 2022,whole,"10,000",55,09 Feb 2022,whole,57,,5700000
,4,2951,50,Rice,B,26 Jan 2022,02 Feb 2022,whole,"10,000",46,09 Feb 2022,whole,48,,4800000
,4,2951,50,Rice,C,26 Jan 2022,02 Feb 2022,whole,"10,000",39,09 Feb 2022,whole,39,,3900000
,4,1391,50,Rice,A,26 Jan 2022,02 Feb 2022,whole,"10,000",170,09 Feb 2022,whole,173,,17300000
,4,1391,50,Rice,B,26 Jan 2022,02 Feb 2022,whole,"10,000",94,09 Feb 2022,whole,99,,9900000
,4,1391,50,Rice,C,26 Jan 2022,02 Feb 2022,whole,"10,000",143,09 Feb 2022,whole,143,,14300000
,4,1391,100,Xenic,A,26 Jan 2022,02 Feb 2022,whole,"1,000",89,09 Feb 2022,whole,92,,920000
,4,1391,100,Xenic,B,26 Jan 2022,02 Feb 2022,whole,"1,000",53,09 Feb 2022,whole,59,,590000
,4,1391,100,Xenic,C,26 Jan 2022,02 Feb 2022,whole,"1,000",49,09 Feb 2022,whole,52,,520000
,4,2951,100,Xenic,A,26 Jan 2022,02 Feb 2022,whole,"1,000",67,09 Feb 2022,whole,70,,700000
,4,2951,100,Xenic,B,26 Jan 2022,02 Feb 2022,whole,"1,000",85,09 Feb 2022,whole,93,,930000
,4,2951,100,Xenic,C,26 Jan 2022,02 Feb 2022,whole,"1,000",65,09 Feb 2022,whole,67,,670000
,4,1391,50,Xenic,A,26 Jan 2022,02 Feb 2022,whole,"1,000",63,09 Feb 2022,whole,71,,710000
,4,1391,50,Xenic,B,26 Jan 2022,02 Feb 2022,whole,"1,000",62,09 Feb 2022,whole,74,,740000
,4,1391,50,Xenic,C,26 Jan 2022,02 Feb 2022,whole,"1,000",54,09 Feb 2022,whole,60,,600000
,4,1391,75,Xenic,A,26 Jan 2022,02 Feb 2022,whole,"1,000",95,09 Feb 2022,whole,98,,980000
,4,1391,75,Xenic,B,26 Jan 2022,02 Feb 2022,whole,"1,000",99,09 Feb 2022,whole,104,,1040000
,4,1391,75,Xenic,C,26 Jan 2022,02 Feb 2022,whole,"1,000",96,09 Feb 2022,whole,104,,1040000
,4,2951,15,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",61,09 Feb 2022,whole,62,,620000
,4,2951,15,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",73,09 Feb 2022,whole,73,,730000
,4,2951,15,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",91,09 Feb 2022,whole,104,,1040000
,4,2951,50,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",41,09 Feb 2022,whole,67,,670000
,4,2951,50,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",60,09 Feb 2022,whole,66,,660000
,4,2951,50,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",93,09 Feb 2022,whole,109,,1090000
,4,1391,15,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",70,09 Feb 2022,whole,76,,760000
,4,1391,15,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",61,09 Feb 2022,whole,65,,650000
,4,1391,15,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",69,09 Feb 2022,whole,72,,720000
,4,1391,75,Rice,A,26 Jan 2022,03 Feb 2022,whole,"10,000",362,09 Feb 2022,whole,443,,44300000
,4,1391,75,Rice,B,26 Jan 2022,03 Feb 2022,whole,"10,000",288,09 Feb 2022,whole,292,,29200000
,4,1391,75,Rice,C,26 Jan 2022,03 Feb 2022,whole,"10,000",261,09 Feb 2022,whole,263,,26300000
,4,2951,75,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",99,09 Feb 2022,whole,105,,1050000
,4,2951,75,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",98,09 Feb 2022,whole,102,,1020000
,4,2951,75,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",68,09 Feb 2022,whole,73,,730000
,4,2951,75,Rice,A,26 Jan 2022,03 Feb 2022,whole,"10,000",56,09 Feb 2022,whole,58,,5800000
,4,2951,75,Rice,B,26 Jan 2022,03 Feb 2022,whole,"10,000",59,09 Feb 2022,whole,61,,6100000
,4,2951,75,Rice,C,26 Jan 2022,03 Feb 2022,whole,"10,000",47,09 Feb 2022,whole,53,,5300000
,4,1391,150,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",74,09 Feb 2022,whole,76,,760000
,4,1391,150,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",96,09 Feb 2022,whole,61,,610000
,4,1391,150,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",164,09 Feb 2022,whole,53,,530000
,4,2951,150,Xenic,A,26 Jan 2022,03 Feb 2022,whole,"1,000",66,09 Feb 2022,whole,73,,730000
,4,2951,150,Xenic,B,26 Jan 2022,03 Feb 2022,whole,"1,000",92,09 Feb 2022,whole,102,,1020000
,4,2951,150,Xenic,C,26 Jan 2022,03 Feb 2022,whole,"1,000",82,09 Feb 2022,whole,84,,840000
,5,1392,150,Rice,A,31 Jan 2022,07 Feb 2022,whole,"10,000",135,11 Feb 2022,whole,156,,15600000
,5,1392,150,Rice,B,31 Jan 2022,07 Feb 2022,whole,"10,000",771,11 Feb 2022,whole,771,,77100000
,5,1392,150,Rice,C,31 Jan 2022,07 Feb 2022,whole,"10,000",105,11 Feb 2022,whole,105,,10500000
,5,590,150,Rice,A,31 Jan 2022,07 Feb 2022,whole,"10,000",189,11 Feb 2022,whole,192,,19200000
,5,590,150,Rice,B,31 Jan 2022,07 Feb 2022,whole,"10,000",235,11 Feb 2022,whole,244,,24400000
,5,590,150,Rice,C,31 Jan 2022,07 Feb 2022,whole,"10,000",445,11 Feb 2022,whole,450,,45000000
,5,1392,25,Rice,A,01 Feb 2022,07 Feb 2022,whole,"10,000",334,11 Feb 2022,whole,361,,36100000
,5,1392,25,Rice,B,01 Feb 2022,07 Feb 2022,whole,"10,000",504,11 Feb 2022,whole,507,,50700000
,5,1392,25,Rice,C,01 Feb 2022,07 Feb 2022,whole,"10,000",481,11 Feb 2022,whole,492,,49200000
,5,590,50,Rice,A,01 Feb 2022,07 Feb 2022,whole,"10,000",248,11 Feb 2022,whole,248,,24800000
,5,590,50,Rice,B,01 Feb 2022,07 Feb 2022,whole,"10,000",256,11 Feb 2022,whole,256,,25600000
,5,590,50,Rice,C,01 Feb 2022,07 Feb 2022,whole,"10,000",725,11 Feb 2022,whole,727,,72700000
,5,590,15,Rice,A,02 Feb 2022,09 Feb 2022,whole,"10,000",265,16 Feb 2022,whole,270,,27000000
,5,590,15,Rice,B,02 Feb 2022,09 Feb 2022,whole,"10,000",197,16 Feb 2022,whole,200,,20000000
,5,590,15,Rice,C,02 Feb 2022,09 Feb 2022,whole,"10,000",194,16 Feb 2022,whole,198,,19800000
,5,1392,15,Rice,A,02 Feb 2022,09 Feb 2022,whole,"10,000",142,16 Feb 2022,whole,148,,14800000
,5,1392,15,Rice,B,02 Feb 2022,09 Feb 2022,whole,"10,000",331,16 Feb 2022,whole,381,,38100000
,5,1392,15,Rice,C,02 Feb 2022,09 Feb 2022,whole,"10,000",543,16 Feb 2022,whole,545,,54500000
,5,1392,50,Rice,A,01 Feb 2022,09 Feb 2022,whole,"10,000",603,16 Feb 2022,whole,603,,60300000
,5,1392,50,Rice,B,01 Feb 2022,09 Feb 2022,whole,"10,000",364,16 Feb 2022,whole,367,,36700000
,5,1392,50,Rice,C,01 Feb 2022,09 Feb 2022,whole,"10,000",317,16 Feb 2022,whole,319,,31900000
,5,590,25,Rice,A,02 Feb 2022,09 Feb 2022,whole,"10,000",254,16 Feb 2022,whole,258,,25800000
,5,590,25,Rice,B,02 Feb 2022,09 Feb 2022,whole,"10,000",235,16 Feb 2022,whole,242,,24200000
,5,590,25,Rice,C,02 Feb 2022,09 Feb 2022,whole,"10,000",195,16 Feb 2022,whole,203,,20300000
,6,2616,0,Xenic,A,03 Feb 2022,09 Feb 2022,whole,"1,000",107,16 Feb 2022,whole,110,,1100000
,6,2616,0,Xenic,B,03 Feb 2022,09 Feb 2022,whole,"1,000",50,16 Feb 2022,whole,79,,790000
,6,2616,0,Xenic,C,03 Feb 2022,09 Feb 2022,whole,"1,000",44,16 Feb 2022,whole,79,,790000
,5,1392,75,Rice,A,02 Feb 2022,09 Feb 2022,whole,"10,000",150,16 Feb 2022,whole,161,,16100000
,5,1392,75,Rice,B,02 Feb 2022,09 Feb 2022,whole,"10,000",163,16 Feb 2022,whole,176,,17600000
,5,1392,75,Rice,C,02 Feb 2022,09 Feb 2022,whole,"10,000",250,16 Feb 2022,whole,261,,26100000
,6,2951,0,Rice,A,03 Feb 2022,09 Feb 2022,whole,"10,000",63,16 Feb 2022,whole,73,,7300000
,6,2951,0,Rice,B,03 Feb 2022,09 Feb 2022,whole,"10,000",75,16 Feb 2022,whole,77,,7700000
,6,2951,0,Rice,C,03 Feb 2022,09 Feb 2022,whole,"10,000",99,16 Feb 2022,whole,102,,10200000
,5,590,75,Rice,A,02 Feb 2022,09 Feb 2022,whole,"10,000",113,16 Feb 2022,whole,119,,11900000
,5,590,75,Rice,B,02 Feb 2022,09 Feb 2022,whole,"10,000",122,16 Feb 2022,whole,124,,12400000
,5,590,75,Rice,C,02 Feb 2022,09 Feb 2022,whole,"10,000",205,16 Feb 2022,whole,211,,21100000
,5,590,100,Rice,A,7 Feb 2022,17 Feb 2022,whole,"10,000",179,24 Feb 2022,whole,187,,18700000
,5,590,100,Rice,B,7 Feb 2022,17 Feb 2022,whole,"10,000",490,24 Feb 2022,whole,495,,49500000
,5,590,100,Rice,C,7 Feb 2022,17 Feb 2022,whole,"10,000",298,24 Feb 2022,whole,307,,30700000
,5,1392,100,Rice,A,7 Feb 2022,17 Feb 2022,whole,"10,000",428,24 Feb 2022,whole,441,,44100000
,5,1392,100,Rice,B,7 Feb 2022,17 Feb 2022,half,"10,000",506,24 Feb 2022,half,532,,53200000
,5,1392,100,Rice,C,7 Feb 2022,17 Feb 2022,whole,"10,000",541,24 Feb 2022,whole,551,,55100000
,5,590,150,Rice,A,7 Feb 2022,17 Feb 2022,whole,"10,000",148,24 Feb 2022,whole,175,,17500000
,5,590,150,Rice,B,7 Feb 2022,17 Feb 2022,whole,"10,000",173,24 Feb 2022,whole,185,,18500000
,5,590,150,Rice,C,7 Feb 2022,17 Feb 2022,whole,"10,000",128,24 Feb 2022,whole,151,,15100000
,5,1392,150,Rice,A,7 Feb 2022,17 Feb 2022,whole,"10,000",229,24 Feb 2022,whole,245,,24500000
,5,1392,150,Rice,B,7 Feb 2022,17 Feb 2022,whole,"10,000",339,24 Feb 2022,whole,348,,34800000
,5,1392,150,Rice,C,7 Feb 2022,17 Feb 2022,whole,"10,000",241,24 Feb 2022,whole,250,,25000000
,5,590,75,Xenic,A,8 Feb 2022,17 Feb 2022,whole,"1,000",164,24 Feb 2022,whole,166,,1660000
,5,590,75,Xenic,B,8 Feb 2022,17 Feb 2022,whole,"1,000",137,24 Feb 2022,whole,152,,1520000
,5,590,75,Xenic,C,8 Feb 2022,17 Feb 2022,whole,"1,000",159,24 Feb 2022,whole,162,,1620000
,5,590,100,Xenic,A,8 Feb 2022,17 Feb 2022,whole,"1,000",99,24 Feb 2022,whole,107,,1070000
,5,590,100,Xenic,B,8 Feb 2022,17 Feb 2022,whole,"1,000",97,24 Feb 2022,whole,105,,1050000
,5,590,100,Xenic,C,8 Feb 2022,17 Feb 2022,whole,"1,000",127,24 Feb 2022,whole,128,,1280000
,6,584,0,Rice,A,8 Feb 2022,17 Feb 2022,whole,"10,000",194,24 Feb 2022,whole,261,,26100000
,6,584,0,Rice ,B,8 Feb 2022,17 Feb 2022,whole,"10,000",532,24 Feb 2022,whole,593,,59300000
,6,584,0,Rice,C,8 Feb 2022,17 Feb 2022,whole,"10,000",351,24 Feb 2022,whole,409,,40900000
,6,590,0,Rice,A,8 Feb 2022,17 Feb 2022,whole,"10,000",330,24 Feb 2022,whole,394,,39400000
,6,590,0,Rice,B,8 Feb 2022,17 Feb 2022,whole,"10,000",577,24 Feb 2022,whole,590,,59000000
,6,590,0,Rice,C,8 Feb 2022,17 Feb 2022,whole,"10,000",438,24 Feb 2022,whole,521,,52100000
,5,590,150,Xenic,A,10 Feb 2022,17 Feb 2022,whole,"1,000",103,24 Feb 2022,whole,107,,1070000
,5,590,150,Xenic,B,10 Feb 2022,17 Feb 2022,whole,"1,000",115,24 Feb 2022,whole,115,,1150000
,5,590,150,Xenic,C,10 Feb 2022,17 Feb 2022,whole,"1,000",82,24 Feb 2022,whole,91,,910000
,6,1148,0,Xenic,A,10 Feb 2022,17 Feb 2022,whole,"1,000",724,24 Feb 2022,whole,753,,7530000
,6,1148,0,Xenic,B,10 Feb 2022,17 Feb 2022,whole,"1,000",687,24 Feb 2022,whole,712,,7120000
,6,1148,0,Xenic,C,10 Feb 2022,17 Feb 2022,whole,"1,000",415,24 Feb 2022,whole,429,,4290000
,5,590,50,Xenic,A,10 Feb 2022,17 Feb 2022,whole,"1,000",129,24 Feb 2022,whole,137,,1370000
,5,590,50,Xenic,B,10 Feb 2022,17 Feb 2022,whole,"1,000",94,24 Feb 2022,whole,106,,1060000
,5,590,50,Xenic,C,10 Feb 2022,17 Feb 2022,whole,"1,000",144,24 Feb 2022,whole,155,,1550000
,5,1392,50,Xenic,A,10 Feb 2022,17 Feb 2022,whole,"1,000",237,24 Feb 2022,whole,262,,2620000
,5,1392,50,Xenic,B,10 Feb 2022,17 Feb 2022,whole,"1,000",127,24 Feb 2022,whole,134,,1340000
,5,1392,50,Xenic,C,10 Feb 2022,17 Feb 2022,whole,"1,000",81,24 Feb 2022,whole,97,,970000
,5,590,25,Xenic,A,14 Feb 2022,24 Feb 2022,whole,"1,000",189,28 Feb 2022,whole,198,,
,5,590,25,Xenic,B,14 Feb 2022,24 Feb 2022,whole,"1,000",131,28 Feb 2022,whole,138,,
,5,590,25,Xenic,C,14 Feb 2022,24 Feb 2022,whole,"1,000",108,28 Feb 2022,whole,115,,
,5,1392,25,Xenic,A,14 Feb 2022,24 Feb 2022,whole,"1,000",158,28 Feb 2022,whole,184,,
,5,1392,25,Xenic,B,14 Feb 2022,24 Feb 2022,whole,"1,000",80,28 Feb 2022,whole,99,,
,5,1392,25,Xenic,C,14 Feb 2022,24 Feb 2022,whole,"1,000",109,28 Feb 2022,whole,112,,
,5,1392,150,Xenic,A,15 Feb 2022,24 Feb 2022,whole,"1,000",235,28 Feb 2022,whole,242,,
,5,1392,150,Xenic,B,15 Feb 2022,24 Feb 2022,whole,"1,000",161,28 Feb 2022,whole,199,,
,5,1392,150,Xenic,C,15 Feb 2022,24 Feb 2022,whole,"1,000",139,28 Feb 2022,whole,140,,
,5,1392,75,Xenic,A,14 Feb 2022,24 Feb 2022,whole,"1,000",256,28 Feb 2022,whole,263,,
,5,1392,75,Xenic,B,14 Feb 2022,24 Feb 2022,whole,"1,000",75,28 Feb 2022,whole,82,,
,5,1392,75,Xenic,C,14 Feb 2022,24 Feb 2022,whole,"1,000",44,28 Feb 2022,whole,47,,
,5,1392,100,Xenic,A,14 Feb 2022,24 Feb 2022,whole,"1,000",187,28 Feb 2022,whole,189,,
,5,1392,100,Xenic,B,14 Feb 2022,24 Feb 2022,whole,"1,000",75,28 Feb 2022,whole,79,,
,5,1392,100,Xenic,C,14 Feb 2022,24 Feb 2022,whole,"1,000",78,28 Feb 2022,whole,79,,
,5,590,15,Xenic,A,16 Feb 2022,24 Feb 2022,whole,"1,000",176,28 Feb 2022,whole,181,,
,5,590,15,Xenic,B,16 Feb 2022,24 Feb 2022,whole,"1,000",179,28 Feb 2022,whole,182,,
,5,590,15,Xenic,C,16 Feb 2022,24 Feb 2022,whole,"1,000",183,28 Feb 2022,whole,189,,
,5,1392,15,Xenic,A,16 Feb 2022,24 Feb 2022,whole,"1,000",118,28 Feb 2022,whole,124,,
,5,1392,15,Xenic,B,16 Feb 2022,24 Feb 2022,whole,"1,000",120,28 Feb 2022,whole,134,,
,5,1392,15,Xenic,C,16 Feb 2022,24 Feb 2022,whole,"1,000",165,28 Feb 2022,whole,167,,